Transaction ID,Order ID,Customer ID,Product Name,Sub-Category,Category,Discount,Order Date,Order Day,Order Month,Order Weekday,Order Year,Quantity,Segment,State,Profit CLP,Sales CLP
17215-132997-24519,132997,17215,Xerox 23,Paper,Office Supplies,0,2016-11-07,7,11,Monday,2016,2,Consumer,New York,4844,10093
18550-109400-25719,109400,18550,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Chairs,Furniture,0.3,2016-05-02,2,5,Monday,2016,4,Consumer,Texas,-85681,285602
13390-138478-23712,138478,13390,Xerox 193,Paper,Office Supplies,0,2016-10-21,21,10,Friday,2016,6,Home Office,Nevada,13691,27942
13330-109337-20151,109337,13330,Imation Bio 2GB USB Flash Drive Imation Corp,Accessories,Technology,0,2015-11-21,21,11,Saturday,2015,3,Consumer,Indiana,128717,306469
13765-152499-24292,152499,13765,Newell 348,Art,Office Supplies,0.2,2017-01-22,22,1,Sunday,2017,3,Corporate,Illinois,690,6130
20320-130512-27556,130512,20320,Staple remover,Supplies,Office Supplies,0.2,2015-08-21,21,8,Friday,2015,2,Home Office,Pennsylvania,-543,2716
10600-155425-4189,155425,10600,Adtran 1202752G1,Phones,Technology,0.2,2017-11-10,10,11,Friday,2017,2,Corporate,Arizona,11774,156984
20485-155502-7882,155502,20485,Eldon Image Series Black Desk Accessories,Furnishings,Furniture,0,2014-01-26,26,1,Sunday,2014,3,Home Office,Virginia,3482,9672
15115-142951-23341,142951,15115,"Maxell 74 Minute CDR, 10/Pack",Accessories,Technology,0.2,2014-10-08,8,10,Wednesday,2014,3,Consumer,North Carolina,3884,18279
16270-130407-4408,130407,16270,Telescoping Adjustable Floor Lamp,Furnishings,Furniture,0,2016-09-02,2,9,Friday,2016,2,Consumer,New York,7784,31134
11845-147452-15813,147452,11845,Xerox 1882,Paper,Office Supplies,0,2017-09-30,30,9,Saturday,2017,3,Corporate,Washington,64084,130783
20410-119879-24843,119879,20410,"Bevis Oval Conference Table, Walnut",Tables,Furniture,0.4,2015-11-21,21,11,Saturday,2015,8,Consumer,Pennsylvania,-373958,975543
13975-150357-22013,150357,13975,Presstex Flexible Ring Binders,Binders,Office Supplies,0.7,2016-10-10,10,10,Monday,2016,3,Corporate,North Carolina,-2126,3189
20620-131597-5531,131597,20620,KI Conference Tables,Tables,Furniture,0.2,2015-09-14,14,9,Monday,2015,3,Corporate,California,-6625,132493
13150-102197-19608,102197,13150,GBC Premium Transparent Covers with Diagonal Lined Pattern,Binders,Office Supplies,0.2,2017-12-20,20,12,Wednesday,2017,3,Corporate,New York,13724,39212
19420-164819-12867,164819,19420,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Labels,Office Supplies,0,2017-10-15,15,10,Sunday,2017,5,Corporate,Connecticut,4675,10163
19690-112431-17753,112431,19690,Newell 343,Art,Office Supplies,0,2017-10-12,12,10,Thursday,2017,2,Consumer,California,1236,4579
10870-139234-10185,139234,10870,Logitech Desktop MK120 Mouse and keyboard Combo,Accessories,Technology,0.2,2016-05-06,6,5,Friday,2016,2,Consumer,Illinois,-2548,20385
20800-168536-10632,168536,20800,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Accessories,Technology,0,2016-12-20,20,12,Tuesday,2016,3,Consumer,Mississippi,6712,51631
19585-164315-16919,164315,19585,Xerox 1990,Paper,Office Supplies,0,2014-04-02,2,4,Wednesday,2014,3,Consumer,Georgia,5551,12335
17860-100055-27380,100055,17860,Fellowes 8 Outlet Superior Workstation Surge Protector,Appliances,Office Supplies,0,2017-05-28,28,5,Sunday,2017,3,Corporate,Maryland,28259,97445
11080-140676-6398,140676,11080,Fellowes Basic Home/Office Series Surge Protectors,Appliances,Office Supplies,0,2017-09-12,12,9,Tuesday,2017,7,Consumer,Maryland,20520,70757
20380-131009-24136,131009,20380,Plymouth Boxed Rubber Bands by Plymouth,Fasteners,Office Supplies,0.2,2014-03-01,1,3,Saturday,2014,5,Consumer,Texas,-2751,14672
19120-140025-14577,140025,19120,Hoover Upright Vacuum With Dirt Cup,Appliances,Office Supplies,0.8,2015-04-07,7,4,Tuesday,2015,8,Consumer,Texas,-919924,360754
15955-107209-29266,107209,15955,"Global Value Mid-Back Manager's Chair, Gray",Chairs,Furniture,0.2,2017-07-27,27,7,Thursday,2017,4,Consumer,North Carolina,9484,151738
10090-145877-7328,145877,10090,Hanging Personal Folder File,Storage,Office Supplies,0,2017-04-01,1,4,Saturday,2017,6,Consumer,Missouri,18340,73358
17350-114251-28999,114251,17350,Memorex Micro Travel Drive 32 GB,Accessories,Technology,0.2,2014-11-05,5,11,Wednesday,2014,2,Consumer,Pennsylvania,13079,45491
18550-140872-19512,140872,18550,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",Appliances,Office Supplies,0.2,2017-06-03,3,6,Saturday,2017,7,Consumer,Florida,1429,19058
14350-104801-8346,104801,14350,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furnishings,Furniture,0,2017-02-13,13,2,Monday,2017,1,Consumer,Washington,16748,83739
11245-123526-14336,123526,11245,Xerox 1898,Paper,Office Supplies,0,2016-12-24,24,12,Saturday,2016,5,Corporate,Washington,12485,26010
11950-126053-22122,126053,11950,Self-Adhesive Removable Labels,Labels,Office Supplies,0,2017-12-05,5,12,Tuesday,2017,3,Consumer,New York,3532,7359
17365-107104-28848,107104,17365,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",Furnishings,Furniture,0,2016-11-26,26,11,Saturday,2016,6,Consumer,California,231826,463652
19540-128041-27137,128041,19540,KI Conference Tables,Tables,Furniture,0,2017-09-01,1,9,Friday,2017,4,Corporate,Washington,35332,220822
19795-110576-2884,110576,19795,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furnishings,Furniture,0.2,2017-11-28,28,11,Tuesday,2017,7,Home Office,Pennsylvania,-10055,402215
21910-102288-12465,102288,21910,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter",Appliances,Office Supplies,0.8,2017-06-19,19,6,Monday,2017,1,Consumer,Texas,-4055,1763
21670-113145-7005,113145,21670,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Accessories,Technology,0,2015-11-01,1,11,Sunday,2015,7,Consumer,New York,468784,1090195
18565-144267-2474,144267,18565,Xerox 191,Paper,Office Supplies,0,2015-08-21,21,8,Friday,2015,3,Home Office,California,21939,46678
12220-155992-3942,155992,12220,Westinghouse Clip-On Gooseneck Lamps,Furnishings,Furniture,0,2016-10-01,1,10,Saturday,2016,5,Consumer,Indiana,8474,32591
17695-139598-14564,139598,17695,Holmes 99% HEPA Air Purifier,Appliances,Office Supplies,0.2,2014-12-26,26,12,Friday,2014,2,Consumer,Pennsylvania,4386,26988
12535-104514-7616,104514,12535,Newell 313,Art,Office Supplies,0,2015-01-02,2,1,Friday,2015,3,Corporate,Delaware,2069,7663
16195-116092-6887,116092,16195,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",Binders,Office Supplies,0.2,2015-02-15,15,2,Sunday,2015,5,Consumer,California,10153,32489
18865-143259-2786,143259,18865,Gear Head AU3700S Headset,Phones,Technology,0,2017-12-30,30,12,Saturday,2017,7,Consumer,New York,2124,70812
13195-103226-13308,103226,13195,Southworth 25% Cotton Linen-Finish Paper & Envelopes,Paper,Office Supplies,0,2017-09-22,22,9,Friday,2017,3,Corporate,New Mexico,9525,21166
10690-113831-15880,113831,10690,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Accessories,Technology,0,2016-05-30,30,5,Monday,2016,6,Corporate,Virginia,508758,1541691
16510-104948-29720,104948,16510,O'Sullivan Living Dimensions 3-Shelf Bookcases,Bookcases,Furniture,0.15,2015-11-13,13,11,Friday,2015,4,Consumer,California,-31303,532145
21835-115476-11349,115476,21835,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Binders,Office Supplies,0,2016-03-17,17,3,Thursday,2016,2,Consumer,Delaware,12417,25341
20620-131289-10495,131289,20620,Newell 341,Art,Office Supplies,0,2016-12-08,8,12,Thursday,2016,2,Corporate,California,1933,6666
19000-153388-4643,153388,19000,Prang Dustless Chalk Sticks,Art,Office Supplies,0,2015-08-01,1,8,Saturday,2015,4,Home Office,California,2617,5233
19735-130953-15121,130953,19735,GBC Poly Designer Binding Covers,Binders,Office Supplies,0,2017-07-29,29,7,Saturday,2017,2,Consumer,Oklahoma,12776,26073
14620-164469-14643,164469,14620,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Art,Office Supplies,0.2,2014-06-25,25,6,Wednesday,2014,1,Corporate,Oregon,636,7264
16105-126046-2404,126046,16105,Avery 476,Labels,Office Supplies,0,2017-11-03,3,11,Friday,2017,3,Corporate,Georgia,4438,9649
20260-107132-20944,107132,20260,GBC ProClick Punch Binding System,Binders,Office Supplies,0.2,2017-06-26,26,6,Monday,2017,2,Corporate,New York,28898,79719
11605-112102-3449,112102,11605,Xerox 1945,Paper,Office Supplies,0,2016-04-12,12,4,Tuesday,2016,1,Consumer,Virginia,15641,31921
14815-122259-1290,122259,14815,"Acme 10"" Easy Grip Assistive Scissors",Supplies,Office Supplies,0,2015-10-31,31,10,Saturday,2015,4,Home Office,Michigan,16382,54606
15895-138436-12831,138436,15895,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Accessories,Technology,0,2014-03-26,26,3,Wednesday,2014,3,Corporate,California,6712,51631
20425-100412-21683,100412,20425,"Situations Contoured Folding Chairs, 4/Set",Chairs,Furniture,0,2017-12-22,22,12,Friday,2017,2,Home Office,Alabama,27638,110551
17965-163433-27913,163433,17965,GBC Plastic Binding Combs,Binders,Office Supplies,0.8,2015-04-18,18,4,Saturday,2015,1,Corporate,Texas,-1782,1149
21220-162075-26512,162075,21220,Pyle PMP37LED,Phones,Technology,0.2,2017-03-18,18,3,Saturday,2017,7,Consumer,Texas,36629,418612
14875-100216-12622,100216,14875,Xerox 210,Paper,Office Supplies,0.2,2015-04-13,13,4,Monday,2015,6,Home Office,Arizona,8478,24222
21280-134887-10205,134887,21280,Logitech P710e Mobile Speakerphone,Accessories,Technology,0,2016-03-25,25,3,Friday,2016,5,Consumer,Oklahoma,190494,1002602
10060-107174-24825,107174,10060,SanDisk Cruzer 64 GB USB Flash Drive,Accessories,Technology,0,2017-11-06,6,11,Monday,2017,3,Home Office,Washington,25456,84853
20950-122931-12340,122931,20950,Southworth Parchment Paper & Envelopes,Paper,Office Supplies,0.2,2014-09-29,29,9,Monday,2014,4,Corporate,Pennsylvania,5297,16298
10075-161795-23549,161795,10075,"OIC #2 Pencils, Medium Soft",Art,Office Supplies,0.2,2015-12-21,21,12,Monday,2015,2,Corporate,Ohio,264,2342
10930-118157-27632,118157,10930,Security-Tint Envelopes,Envelopes,Office Supplies,0,2017-11-14,14,11,Tuesday,2017,2,Home Office,Minnesota,5831,11899
21385-127180-8030,127180,21385,Globe Weis Peel & Seel First Class Envelopes,Envelopes,Office Supplies,0,2017-10-22,22,10,Sunday,2017,5,Home Office,New York,22393,49762
12160-155530-11467,155530,12160,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,Tables,Furniture,0.2,2016-12-17,17,12,Saturday,2016,6,Consumer,California,-253539,1560241
18370-114069-5224,114069,18370,Safco Contoured Stacking Chairs,Chairs,Furniture,0.1,2015-07-13,13,7,Monday,2015,9,Consumer,New York,250633,1503797
11785-116568-15368,116568,11785,"Iceberg Nesting Folding Chair, 19w x 6d x 43h",Chairs,Furniture,0.2,2014-12-14,14,12,Sunday,2014,4,Consumer,Florida,10881,145084
21580-119508-15967,119508,21580,"Eldon Image Series Desk Accessories, Burgundy",Furnishings,Furniture,0,2015-12-04,4,12,Friday,2015,6,Consumer,California,7031,19531
13375-100006-8320,100006,13375,AT&T EL51110 DECT,Phones,Technology,0,2014-09-07,7,9,Sunday,2014,3,Consumer,New York,85360,294344
14995-164784-8172,164784,14995,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Binders,Office Supplies,0.7,2016-05-01,1,5,Sunday,2016,2,Consumer,Tennessee,-1566,2135
19270-148250-2865,148250,19270,Xerox 213,Paper,Office Supplies,0,2015-12-13,13,12,Sunday,2015,2,Corporate,California,4844,10093
20020-166863-10574,166863,20020,HTC One Mini,Phones,Technology,0.2,2014-06-20,20,6,Friday,2014,2,Consumer,Texas,15698,156984
13225-105480-6937,105480,13225,Xerox 227,Paper,Office Supplies,0,2017-12-20,20,12,Wednesday,2017,1,Corporate,New York,2422,5046
13270-122504-6392,122504,13270,"Plantronics CS 50-USB - headset - Convertible, Monaural",Phones,Technology,0.2,2017-11-07,7,11,Tuesday,2017,7,Home Office,California,51892,593052
14140-134915-8912,134915,14140,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Phones,Technology,0.2,2017-11-12,12,11,Sunday,2017,2,Home Office,Arizona,540,6168
15325-168501-16011,168501,15325,RCA Visys Integrated PBX 8-Line Router,Phones,Technology,0.2,2014-11-21,21,11,Friday,2014,5,Corporate,Texas,13042,208674
19240-144274-26581,144274,19240,Xerox 226,Paper,Office Supplies,0,2015-11-23,23,11,Monday,2015,6,Consumer,Delaware,14533,30278
18175-135685-8546,135685,18175,Logitech diNovo Edge Keyboard,Accessories,Technology,0,2015-11-16,16,11,Monday,2015,4,Home Office,Wisconsin,179105,778719
19270-155264-27996,155264,19270,Accohide Poly Flexible Ring Binders,Binders,Office Supplies,0.2,2014-10-19,19,10,Sunday,2014,1,Corporate,California,874,2330
19015-151218-15865,151218,19015,Plastic Stacking Crates & Casters,Storage,Office Supplies,0.2,2017-06-20,20,6,Tuesday,2017,1,Consumer,Florida,261,3476
10780-133361-19441,133361,10780,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Chairs,Furniture,0,2017-05-14,14,5,Sunday,2017,2,Corporate,Maryland,18360,204001
21700-167010-11862,167010,21700,Cardinal Slant-D Ring Binders,Binders,Office Supplies,0.7,2015-04-05,5,4,Sunday,2015,4,Home Office,Pennsylvania,-5414,8121
20710-125234-13074,125234,20710,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,Office Supplies,0,2015-11-27,27,11,Friday,2015,3,Home Office,California,41660,88637
16645-115798-8354,115798,16645,BlackBerry Q10,Phones,Technology,0,2015-11-13,13,11,Friday,2015,3,Consumer,Delaware,73586,294344
13765-135776-14767,135776,13765,Newell 317,Art,Office Supplies,0,2016-12-23,23,12,Friday,2016,3,Corporate,Washington,1992,6869
17350-162383-22850,162383,17350,Recycled Easel Ring Binders,Binders,Office Supplies,0.7,2016-09-05,5,9,Monday,2016,2,Consumer,Ohio,-5809,6971
20035-154284-25139,154284,20035,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Art,Office Supplies,0.2,2015-12-21,21,12,Monday,2015,2,Home Office,Illinois,11079,46650
13030-144848-19145,144848,13030,Premier Automatic Letter Opener,Supplies,Office Supplies,0,2017-04-04,4,4,Tuesday,2017,1,Home Office,New York,5616,187188
12685-119480-21503,119480,12685,Boston 1730 StandUp Electric Pencil Sharpener,Art,Office Supplies,0,2015-01-09,9,1,Friday,2015,2,Consumer,Kentucky,8658,33299
10480-114601-23442,114601,10480,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Accessories,Technology,0,2016-08-26,26,8,Friday,2016,3,Consumer,Michigan,127084,373777
18295-139549-25117,139549,18295,Hon Every-Day Chair Series Swivel Task Chairs,Chairs,Furniture,0.2,2016-10-20,20,10,Thursday,2016,4,Corporate,California,3769,301482
16120-100783-24028,100783,16120,"Hunt PowerHouse Electric Pencil Sharpener, Blue",Art,Office Supplies,0.2,2017-09-04,4,9,Monday,2017,1,Home Office,Texas,2958,23662
15970-131947-23096,131947,15970,Boston 16701 Slimline Battery Pencil Sharpener,Art,Office Supplies,0.2,2014-09-17,17,9,Wednesday,2014,3,Consumer,Oregon,3724,29792
14350-106831-14628,106831,14350,Panasonic KX-TG6844B Expandable Digital Cordless Telephone,Phones,Technology,0.4,2017-06-01,1,6,Thursday,2017,4,Consumer,Ohio,-26723,123335
15190-121083-18449,121083,15190,Xerox 1914,Paper,Office Supplies,0,2017-07-09,9,7,Sunday,2017,5,Consumer,Connecticut,104860,214000
17845-102638-8691,102638,17845,Ideal Clamps,Fasteners,Office Supplies,0,2017-12-29,29,12,Friday,2017,3,Consumer,New York,2301,4696
14755-130029-10765,130029,14755,"Brites Rubber Bands, 1 1/2 oz. Box",Fasteners,Office Supplies,0,2016-07-03,3,7,Sunday,2016,2,Consumer,California,62,3084
18250-144722-14481,144722,18250,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Furnishings,Furniture,0,2015-03-16,16,3,Monday,2015,1,Corporate,California,14107,33587
16885-145583-421,145583,16885,Xerox 1880,Paper,Office Supplies,0,2016-10-13,13,10,Thursday,2016,1,Consumer,California,12971,27599
12295-117534-7270,117534,12295,Staples in misc. colors,Art,Office Supplies,0,2017-03-25,25,3,Saturday,2017,9,Consumer,California,3493,12476
15730-137918-29252,137918,15730,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Supplies,Office Supplies,0,2017-09-29,29,9,Friday,2017,7,Consumer,California,21974,75772
18445-150581-21283,150581,18445,Bevis 36 x 72 Conference Tables,Tables,Furniture,0.2,2014-04-08,8,4,Tuesday,2014,1,Home Office,California,1939,77557
20470-159800-16535,159800,20470,Acco 6 Outlet Guardian Premium Surge Suppressor,Appliances,Office Supplies,0,2014-11-28,28,11,Friday,2014,3,Consumer,California,9184,34016
12175-117632-17325,117632,12175,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,Furniture,0.2,2017-05-12,12,5,Friday,2017,5,Corporate,California,-8337,222318
20005-159625-21523,159625,20005,Staple envelope,Envelopes,Office Supplies,0.2,2014-11-23,23,11,Sunday,2014,3,Consumer,Arizona,6855,18279
15955-168837-5374,168837,15955,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furnishings,Furniture,0,2017-10-14,14,10,Saturday,2017,2,Consumer,California,2873,7367
12475-160836-22697,160836,12475,Xerox 1953,Paper,Office Supplies,0.2,2017-09-11,11,9,Monday,2017,3,Consumer,Texas,2500,7999
12130-118962-567,118962,12130,Xerox 1913,Paper,Office Supplies,0,2014-08-05,5,8,Tuesday,2014,2,Consumer,California,41477,86410
12715-103492-22956,103492,12715,GBC Personal VeloBind Strips,Binders,Office Supplies,0.8,2014-10-10,10,10,Friday,2014,5,Corporate,Texas,-14927,9329
16420-163685-12053,163685,16420,Avery Poly Binder Pockets,Binders,Office Supplies,0.8,2015-06-01,1,6,Monday,2015,8,Corporate,Texas,-7137,4461
19615-151127-21911,151127,19615,SANFORD Major Accent Highlighters,Art,Office Supplies,0,2017-05-22,22,5,Monday,2017,7,Consumer,California,14666,38595
15280-116673-16676,116673,15280,Stackable Trays,Furnishings,Furniture,0,2014-12-15,15,12,Monday,2014,2,Consumer,California,1535,4797
16825-103429-23799,103429,16825,Geemarc AmpliPOWER60,Phones,Technology,0,2014-05-30,30,5,Friday,2014,5,Corporate,New York,104789,361340
18340-124485-4377,124485,18340,Xerox 196,Paper,Office Supplies,0,2016-11-24,24,11,Thursday,2016,2,Consumer,New York,4411,9002
19900-158372-9681,158372,19900,Luxo Economy Swing Arm Lamp,Furnishings,Furniture,0,2014-11-10,10,11,Monday,2014,2,Consumer,California,8696,31057
10615-157987-5871,157987,10615,"ACCOHIDE 3-Ring Binder, Blue, 1""",Binders,Office Supplies,0.2,2017-09-02,2,9,Saturday,2017,8,Corporate,New York,6947,20584
20080-164882-6481,164882,20080,GBC DocuBind P100 Manual Binding Machine,Binders,Office Supplies,0.2,2015-10-31,31,10,Saturday,2015,3,Consumer,California,96943,310217
12880-127425-16239,127425,12880,Plantronics Audio 478 Stereo USB Headset,Accessories,Technology,0,2016-08-26,26,8,Friday,2016,5,Corporate,New York,68127,194649
12295-117534-7285,117534,12295,Hewlett Packard 310 Color Digital Copier,Copiers,Technology,0.2,2017-03-25,25,3,Saturday,2017,2,Consumer,California,46723,373788
10180-120439-4085,120439,10180,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Furnishings,Furniture,0.2,2015-06-14,14,6,Sunday,2015,6,Home Office,Pennsylvania,3977,39772
21910-151995-2552,151995,21910,Newell 32,Art,Office Supplies,0,2014-10-13,13,10,Monday,2014,4,Consumer,Washington,2512,8971
14200-162033-18436,162033,14200,Staples,Fasteners,Office Supplies,0,2017-03-26,26,3,Sunday,2017,2,Home Office,Virginia,1025,2928
18820-144344-3863,144344,18820,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Furnishings,Furniture,0.2,2016-10-28,28,10,Friday,2016,2,Consumer,Florida,0,49815
15280-112403-14250,112403,15280,Avery Round Ring Poly Binders,Binders,Office Supplies,0.7,2014-03-31,31,3,Monday,2014,1,Consumer,Pennsylvania,-464,663
11665-126725-17374,126725,11665,RCA ViSYS 25825 Wireless digital phone,Phones,Technology,0.2,2015-11-17,17,11,Tuesday,2015,4,Consumer,California,40492,323935
20305-146920-11945,146920,20305,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Paper,Office Supplies,0.2,2017-08-28,28,8,Monday,2017,6,Consumer,Illinois,6168,19737
15370-103828-8672,103828,15370,Newell 345,Art,Office Supplies,0,2017-08-13,13,8,Sunday,2017,3,Consumer,California,12051,46351
20875-163965-21641,163965,20875,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Binders,Office Supplies,0.7,2015-11-20,20,11,Friday,2015,5,Consumer,Florida,-4504,5630
16690-150714-24617,150714,16690,Fellowes Officeware Wire Shelving,Storage,Office Supplies,0.2,2015-10-26,26,10,Monday,2015,10,Corporate,Oregon,-125919,559641
17470-147914-5681,147914,17470,Easy-staple paper,Paper,Office Supplies,0.2,2014-06-04,4,6,Wednesday,2014,2,Home Office,Ohio,4580,12634
15460-156622-27007,156622,15460,Xerox 1942,Paper,Office Supplies,0.2,2017-11-23,23,11,Thursday,2017,2,Corporate,Texas,22867,60979
11170-151799-23417,151799,11170,"Acco Banker's Clasps, 5 3/4""-Long",Fasteners,Office Supplies,0,2017-12-14,14,12,Thursday,2017,6,Home Office,Massachusetts,6325,13457
16195-160094-26048,160094,16195,Economy Rollaway Files,Storage,Office Supplies,0,2014-04-30,30,4,Wednesday,2014,5,Consumer,Kentucky,167244,643248
16465-146283-15856,146283,16465,"Geographics Note Cards, Blank, White, 8 1/2"" x 11""",Paper,Office Supplies,0.2,2014-09-08,8,9,Monday,2014,2,Consumer,Texas,4880,13943
16840-137974-22595,137974,16840,Tenex Antistatic Computer Chair Mats,Furnishings,Furniture,0,2015-04-16,16,4,Thursday,2015,7,Consumer,Virginia,93205,932055
13435-168935-1269,168935,13435,Logitech Media Keyboard K200,Accessories,Technology,0.2,2015-11-27,27,11,Friday,2015,3,Consumer,Florida,-817,65396
20710-169957-12251,169957,20710,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Paper,Office Supplies,0,2016-09-26,26,9,Monday,2016,5,Home Office,Washington,11409,23285
19255-109652-22628,109652,19255,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Art,Office Supplies,0.2,2016-04-10,10,4,Sunday,2016,4,Corporate,Illinois,2509,10566
15910-118843-20448,118843,15910,Eldon Advantage Chair Mats for Low to Medium Pile Carpets,Furnishings,Furniture,0,2015-09-13,13,9,Sunday,2015,3,Consumer,Georgia,10118,101183
20590-136287-12558,136287,20590,Avery 51,Labels,Office Supplies,0,2016-06-13,13,6,Monday,2016,3,Consumer,Kansas,6770,14718
14380-141082-4060,141082,14380,Avery 477,Labels,Office Supplies,0,2016-12-09,9,12,Friday,2016,4,Consumer,Massachusetts,43746,95101
18325-143490-3282,143490,18325,Stanley Contemporary Battery Pencil Sharpeners,Art,Office Supplies,0,2015-12-06,6,12,Sunday,2015,9,Consumer,California,26199,93567
10930-103905-6785,103905,10930,Acco D-Ring Binder w/DublLock,Binders,Office Supplies,0.8,2014-07-14,14,7,Monday,2014,7,Home Office,Illinois,-36130,23310
12250-162775-2421,162775,12250,3-ring staple pack,Binders,Office Supplies,0,2014-01-13,13,1,Monday,2014,3,Corporate,Louisiana,2108,4392
18490-102561-24745,102561,18490,Newell 326,Art,Office Supplies,0.2,2016-07-18,18,7,Monday,2016,8,Home Office,Pennsylvania,987,8772
17125-117436-14576,117436,17125,Wilson Jones Impact Binders,Binders,Office Supplies,0,2017-06-08,8,6,Thursday,2017,2,Consumer,Connecticut,3953,8068
19705-152975-28691,152975,19705,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",Chairs,Furniture,0.1,2017-09-14,14,9,Thursday,2017,5,Home Office,New York,-5100,459003
19315-149482-7648,149482,19315,Avery 52,Labels,Office Supplies,0,2016-11-14,14,11,Monday,2016,2,Consumer,California,2701,5747
12025-121188-24499,121188,12025,Eldon Wave Desk Accessories,Furnishings,Furniture,0,2015-08-28,28,8,Friday,2015,2,Consumer,California,1361,3240
10705-145387-12694,145387,10705,Lumber Crayons,Art,Office Supplies,0,2014-10-31,31,10,Friday,2014,5,Consumer,Rhode Island,14574,38353
14860-118871-13764,118871,14860,Jensen SMPS-640 - speaker phone,Phones,Technology,0.2,2015-12-04,4,12,Friday,2015,3,Corporate,California,6445,85937
19510-167255-20990,167255,19510,Xerox 1916,Paper,Office Supplies,0,2015-09-27,27,9,Sunday,2015,3,Home Office,California,57168,114336
10915-168228-13997,168228,10915,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Art,Office Supplies,0,2017-04-27,27,4,Thursday,2017,2,Consumer,California,9577,36835
18415-156503-11523,156503,18415,SAFCO Folding Chair Trolley,Chairs,Furniture,0.2,2016-10-14,14,10,Friday,2016,1,Consumer,North Carolina,7989,79894
14065-149720-25746,149720,14065,Nu-Dell Executive Frame,Furnishings,Furniture,0.6,2017-06-04,4,6,Sunday,2017,6,Consumer,Texas,-13584,23624
18025-148635-8527,148635,18025,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Chairs,Furniture,0.2,2015-07-25,25,7,Saturday,2015,2,Consumer,Washington,21866,437321
18550-112851-14360,112851,18550,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",Envelopes,Office Supplies,0,2014-09-17,17,9,Wednesday,2014,3,Consumer,California,66958,142465
20680-143924-16913,143924,20680,Xerox 1889,Paper,Office Supplies,0,2016-07-28,28,7,Thursday,2016,2,Home Office,Michigan,41944,85600
12265-106894-5319,106894,12265,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Labels,Office Supplies,0,2016-02-07,7,2,Sunday,2016,3,Consumer,Virginia,2805,6098
21490-113474-13697,113474,21490,Multimedia Mailers,Envelopes,Office Supplies,0,2017-03-30,30,3,Thursday,2017,2,Consumer,Oklahoma,116731,253763
19690-110905-5967,110905,19690,3M Organizer Strips,Binders,Office Supplies,0,2017-09-10,10,9,Sunday,2017,3,Consumer,Missouri,6056,12616
16060-168123-14324,168123,16060,GBC ProClick Punch Binding System,Binders,Office Supplies,0,2017-03-05,5,3,Sunday,2017,2,Consumer,Minnesota,48828,99649
18550-152688-27605,152688,18550,O'Sullivan Living Dimensions 2-Shelf Bookcases,Bookcases,Furniture,0,2016-10-17,17,10,Monday,2016,1,Consumer,New Jersey,9421,94213
11515-169943-5288,169943,11515,"DAX Value U-Channel Document Frames, Easel Back",Furnishings,Furniture,0,2016-05-19,19,5,Thursday,2016,8,Consumer,New York,9599,30963
